client_id,monthly_income_cop,credit_exposure_cop,avg_days_late_last_year,num_active_products,credit_utilization,months_with_bank,product_usage_score,competitor_rate_inquiries,complaint_count_last_year,active_products_change_6m,client_value_score,defaulted_30_60_days,churned_3_months
CL102485,3722083.0,6783636.0,2.9,2,0.524,83,0.811,0,2,-2,0.397,0,1
CL102486,1995559.0,5346575.0,1.7,5,0.185,88,0.528,0,0,1,0.138,0,1
CL102487,2367380.0,2004202.0,14.6,1,0.451,69,0.682,0,0,-2,0.674,0,1
CL102488,2452686.0,5955340.0,10.8,3,0.114,150,0.937,0,0,0,0.144,0,0
CL102489,927421.0,2406200.0,21.4,2,0.387,60,0.839,0,0,-1,0.621,0,0
CL102490,2405050.0,9690561.0,1.4,5,0.36,22,0.54,1,0,0,0.012,0,0
CL102491,1715364.0,2023333.0,1.2,1,0.312,92,0.503,1,0,0,0.089,0,0
CL102492,1892555.0,3688716.0,6.2,1,0.482,145,0.881,1,0,-2,0.24,0,0
CL102493,4984362.0,2706884.0,7.6,1,0.55,95,0.652,0,0,1,0.427,0,0
CL102494,1292058.0,2000152.0,5.2,2,0.303,175,0.549,1,0,-1,0.639,1,1
CL102495,3636756.0,6708754.0,7.3,2,0.428,135,0.696,1,0,-1,0.156,0,1
CL102496,2106458.0,5808431.0,1.6,1,0.278,145,0.496,1,0,-2,0.576,0,0
CL102497,2105619.0,9307277.0,5.2,2,0.173,135,0.934,0,0,0,0.082,0,0
CL102498,3595472.0,1148638.0,8.6,1,0.123,29,0.38,0,0,-1,0.132,0,0
CL102499,2870583.0,8409895.0,4.5,4,0.473,4,0.838,0,0,0,0.125,0,0
CL102500,3221335.0,23064708.0,9.1,2,0.463,104,0.684,0,1,-2,0.575,0,0
CL102501,3929773.0,2910546.0,4.8,3,0.183,118,0.821,0,0,1,0.172,0,0
CL102502,2052042.0,15045719.0,3.2,2,0.235,16,0.52,0,0,-2,0.06,0,1
CL102503,1783131.0,3321035.0,2.9,1,0.246,80,0.851,0,0,0,0.284,0,0
CL102504,1407639.0,1527760.0,4.2,3,0.298,86,0.898,0,0,0,0.439,1,1
CL102505,1602851.0,3223755.0,0.2,5,0.219,75,0.216,1,0,-1,0.364,0,0
CL102506,10580754.0,8316423.0,8.8,3,0.13,41,0.722,0,1,-1,0.097,0,1
CL102507,4512400.0,2220574.0,14.9,3,0.082,60,0.81,0,0,-2,0.294,1,0
CL102508,1232386.0,2622826.0,3.5,2,0.403,58,0.478,0,0,0,0.303,0,0
CL102509,1250146.0,6049448.0,0.4,3,0.199,112,0.687,1,1,0,0.142,0,1
CL102510,3081518.0,4001349.0,34.6,3,0.334,40,0.064,0,0,-2,0.567,0,0
CL102511,3183948.0,6011808.0,2.4,1,0.148,58,0.659,2,0,0,0.583,0,0
CL102512,3186526.0,4716043.0,1.1,2,0.135,173,0.663,2,1,0,0.24,0,0
CL102513,2131896.0,5585797.0,3.7,1,0.132,77,0.6,0,2,1,0.178,1,0
CL102514,2274505.0,2950217.0,10.7,2,0.087,48,0.917,1,0,1,0.532,1,0
CL102515,2853166.0,4695953.0,2.8,5,0.479,90,0.69,1,0,0,0.368,0,0
CL102516,2528019.0,2086167.0,6.8,3,0.238,11,0.229,0,0,-2,0.366,0,0
CL102517,798388.0,9839383.0,4.3,2,0.247,56,0.509,1,0,0,0.376,1,0
CL102518,2158880.0,2561254.0,1.0,3,0.298,23,0.837,1,0,-1,0.741,0,0
CL102519,1582152.0,8799392.0,3.2,3,0.436,33,0.376,1,0,-1,0.724,1,0
CL102520,2643477.0,3390456.0,10.3,4,0.515,116,0.228,1,1,-2,0.534,0,0
CL102521,10773818.0,4599229.0,7.6,1,0.219,28,0.838,0,0,-2,0.573,0,0
CL102522,2910225.0,2823604.0,1.0,2,0.337,115,0.653,0,0,1,0.696,0,0
CL102523,2070364.0,1960683.0,1.4,5,0.02,132,0.231,0,0,-1,0.198,0,1
CL102524,3839684.0,1177222.0,8.2,4,0.046,179,0.632,1,0,0,0.084,0,0
CL102525,3082785.0,1907441.0,13.4,1,0.606,138,0.452,0,0,0,0.398,0,0
CL102526,2987798.0,3182774.0,3.4,5,0.429,52,0.556,1,0,-2,0.559,0,0
CL102527,3280234.0,4631148.0,7.2,5,0.043,9,0.167,1,0,0,0.753,0,0
CL102528,6771761.0,8099116.0,1.5,3,0.378,18,0.7,0,1,-1,0.259,0,0
CL102529,1375814.0,2922558.0,3.0,1,0.452,82,0.82,0,0,0,0.211,0,0
CL102530,3068858.0,2153548.0,0.2,4,0.321,168,0.67,0,1,1,0.358,1,0
CL102531,1523940.0,1454394.0,11.7,2,0.351,66,0.809,1,0,0,0.162,0,1
CL102532,3197105.0,5587511.0,4.1,2,0.178,22,0.324,0,1,-1,0.36,0,0
CL102533,1529814.0,10514188.0,13.5,4,0.029,80,0.619,0,0,-2,0.348,0,0
CL102534,1965617.0,9688316.0,9.9,3,0.231,101,0.67,0,0,1,0.108,0,0
CL102535,2089541.0,6562964.0,14.1,3,0.495,96,0.651,0,1,1,0.283,1,0
CL102536,3944798.0,6243056.0,2.7,5,0.04,74,0.376,1,1,1,0.199,0,0
CL102537,3833264.0,13102802.0,1.6,1,0.349,105,0.393,0,0,0,0.333,0,0
CL102538,1299047.0,5037684.0,28.6,5,0.286,162,0.637,0,0,0,0.745,0,0
CL102539,2489188.0,6276297.0,10.1,2,0.596,176,0.77,1,2,0,0.008,0,0
CL102540,1698422.0,3189744.0,14.4,4,0.171,16,0.111,1,0,1,0.228,0,0
CL102541,1290767.0,1538886.0,0.1,1,0.422,49,0.971,0,0,0,0.399,0,0
CL102542,2172722.0,2473898.0,3.5,4,0.316,98,0.803,0,0,1,0.531,0,1
CL102543,2075595.0,3967270.0,10.9,1,0.511,101,0.857,0,0,1,0.13,0,0
CL102544,8148613.0,4166345.0,0.6,2,0.317,63,0.591,0,0,0,0.344,0,0
CL102545,3007080.0,15377256.0,6.7,2,0.124,168,0.627,0,0,-2,0.245,0,0
CL102546,1216139.0,4226539.0,4.5,1,0.561,56,0.538,1,0,1,0.69,0,0
CL102547,1825954.0,9112798.0,0.1,3,0.269,98,0.754,1,2,0,0.112,0,1
CL102548,4035705.0,2944489.0,2.2,1,0.259,108,0.225,1,0,-1,0.216,0,0
CL102549,6880634.0,3210146.0,2.7,2,0.255,77,0.489,0,0,-2,0.447,0,1
CL102550,1095814.0,1574888.0,0.9,4,0.386,176,0.536,0,1,-1,0.52,0,0
CL102551,946038.0,2374673.0,8.0,5,0.658,37,0.462,1,0,0,0.431,0,0
CL102552,6171686.0,5774065.0,2.2,4,0.118,140,0.461,0,1,-2,0.442,0,1
CL102553,2942609.0,4013973.0,2.6,2,0.498,93,0.149,0,0,0,0.07,0,0
CL102554,1568850.0,7725654.0,18.3,4,0.465,98,0.533,1,1,-1,0.529,1,0
CL102555,3163895.0,4532924.0,5.0,3,0.163,32,0.61,1,0,-1,0.08,0,0
CL102556,648311.0,3119809.0,4.0,3,0.113,108,0.651,0,1,0,0.273,1,0
CL102557,2425838.0,17962698.0,10.3,1,0.428,151,0.584,0,1,0,0.699,0,0
CL102558,2853083.0,3738771.0,19.2,4,0.173,74,0.471,0,0,-2,0.385,1,0
CL102559,3844427.0,9012298.0,0.2,4,0.422,72,0.523,0,0,-2,0.589,0,0
CL102560,1458694.0,3015130.0,4.8,2,0.291,21,0.707,1,0,0,0.164,1,1
CL102561,2527759.0,6561433.0,7.5,1,0.174,140,0.74,0,0,-2,0.483,0,0
CL102562,1524669.0,7645371.0,3.1,1,0.196,177,0.355,1,1,1,0.492,0,0
CL102563,2751597.0,4620181.0,11.8,4,0.468,103,0.641,1,0,-2,0.63,0,0
CL102564,1547772.0,768243.0,28.5,5,0.184,175,0.294,0,0,1,0.469,0,0
CL102565,1974744.0,4044129.0,23.0,4,0.22,98,0.73,1,0,-2,0.058,0,0
CL102566,1471941.0,9448079.0,2.5,4,0.325,62,0.676,0,1,-1,0.556,0,0
CL102567,3353678.0,5776084.0,2.1,4,0.736,38,0.526,0,0,-1,0.076,0,0
CL102568,3719968.0,5455240.0,25.3,3,0.246,98,0.694,1,0,0,0.473,0,0
CL102569,2153682.0,1195913.0,4.9,1,0.587,110,0.376,1,0,-2,0.191,0,0
CL102570,2468494.0,2411312.0,1.9,3,0.659,154,0.753,0,3,0,0.354,0,0
CL102571,1173738.0,5325144.0,9.8,5,0.265,40,0.693,0,0,-1,0.584,1,0
CL102572,2084755.0,5321513.0,2.7,2,0.393,144,0.929,1,0,-2,0.486,1,0
CL102573,2361713.0,9344203.0,2.5,5,0.038,19,0.736,0,0,1,0.61,0,0
CL102574,8978977.0,3607744.0,16.9,1,0.392,178,0.254,0,0,-2,0.035,0,1
CL102575,1388891.0,5304557.0,1.4,2,0.104,29,0.56,1,0,-1,0.265,1,0
CL102576,5035829.0,4038815.0,0.5,5,0.42,109,0.543,1,0,-2,0.333,0,0
CL102577,3986521.0,2000965.0,2.5,1,0.388,166,0.847,1,2,-2,0.313,0,0
CL102578,2786559.0,823193.0,7.5,5,0.12,164,0.217,0,0,0,0.655,0,0
CL102579,5834565.0,5398905.0,1.1,2,0.62,85,0.317,0,0,0,0.706,0,0
CL102580,2916961.0,4509799.0,5.1,2,0.178,10,0.223,2,1,-1,0.36,0,1
CL102581,2941939.0,2590282.0,7.9,5,0.85,175,0.632,0,0,0,0.547,1,0
CL102582,2358272.0,1285398.0,15.1,3,0.097,172,0.375,0,0,0,0.034,0,0
CL102583,4465021.0,6204700.0,2.1,5,0.158,116,0.589,0,0,-2,0.338,0,0
CL102584,4190098.0,3314628.0,13.6,5,0.253,108,0.679,0,0,0,0.375,0,0
CL102585,1771189.0,5896163.0,2.1,5,0.38,7,0.829,2,2,0,0.252,0,0
CL102586,1252155.0,14721712.0,9.0,3,0.395,19,0.366,0,2,-2,0.811,0,0
CL102587,2188025.0,891801.0,4.5,4,0.338,110,0.897,0,0,0,0.184,0,0
CL102588,1623315.0,2446770.0,1.0,2,0.438,33,0.825,0,0,0,0.195,0,0
CL102589,2346036.0,3448456.0,10.0,1,0.495,152,0.684,0,0,1,0.831,1,0
CL102590,4496092.0,11054834.0,2.0,2,0.432,23,0.664,0,0,-1,0.506,0,0
CL102591,1926758.0,1269988.0,1.6,2,0.199,86,0.421,0,0,-2,0.677,0,0
CL102592,2370445.0,15480670.0,3.5,4,0.454,100,0.65,0,0,0,0.627,0,0
CL102593,2493035.0,4391139.0,8.5,2,0.414,110,0.38,0,0,0,0.281,0,0
CL102594,3701377.0,3733287.0,2.1,2,0.131,149,0.387,0,0,0,0.568,1,0
CL102595,787450.0,3475880.0,1.6,3,0.199,82,0.321,0,0,0,0.166,1,0
CL102596,1788074.0,2942046.0,0.1,3,0.459,102,0.599,0,1,-2,0.663,0,0
CL102597,2691588.0,8315915.0,5.1,3,0.673,91,0.802,1,0,0,0.302,0,0
CL102598,4412886.0,1889902.0,4.5,3,0.088,37,0.549,0,0,-1,0.359,1,0
CL102599,1893711.0,5084920.0,2.1,3,0.249,49,0.628,2,0,-1,0.539,0,0
CL102600,947634.0,3051283.0,0.4,1,0.27,153,0.612,1,2,0,0.206,0,0
CL102601,3301395.0,2341978.0,4.5,4,0.178,39,0.372,1,1,0,0.33,0,0
CL102602,1762632.0,24402170.0,12.4,5,0.316,30,0.261,0,0,-2,0.632,0,0
CL102603,1335968.0,5353898.0,10.1,3,0.501,43,0.424,1,1,1,0.451,0,0
CL102604,1772368.0,6133560.0,15.8,4,0.414,32,0.545,0,0,-2,0.375,0,0
CL102605,2208308.0,8854565.0,0.1,5,0.08,126,0.523,0,1,-2,0.38,0,0
CL102606,1789824.0,1476308.0,27.2,2,0.215,95,0.12,1,0,-1,0.647,0,0
CL102607,803889.0,13613933.0,3.3,2,0.62,177,0.9,0,0,-1,0.082,0,0
CL102608,3792489.0,689506.0,37.2,4,0.42,2,0.502,0,0,1,0.091,1,0
CL102609,4581044.0,2331130.0,2.3,1,0.268,47,0.653,0,0,0,0.454,0,0
CL102610,3354325.0,2895527.0,5.1,1,0.478,99,0.756,0,0,1,0.61,0,0
CL102611,1371146.0,5999618.0,3.5,4,0.249,23,0.609,1,0,0,0.421,0,1
CL102612,2189654.0,4653373.0,3.5,1,0.439,134,0.621,1,0,-1,0.083,0,0
CL102613,2413864.0,3552740.0,14.8,1,0.071,85,0.718,0,2,-1,0.501,0,0
CL102614,3267047.0,3959395.0,11.0,2,0.448,41,0.563,1,0,0,0.537,0,1
CL102615,3382651.0,2013498.0,38.8,1,0.674,42,0.477,1,0,-1,0.487,1,0
CL102616,1677664.0,1399936.0,7.6,1,0.115,72,0.369,0,0,1,0.532,1,1
CL102617,2523097.0,6639572.0,5.0,4,0.143,167,0.526,0,0,1,0.402,0,0
CL102618,3043870.0,6488840.0,0.8,1,0.161,138,0.196,1,0,1,0.317,0,1
CL102619,5014835.0,12105205.0,45.4,3,0.239,112,0.646,0,0,0,0.131,0,0
CL102620,3444376.0,2296710.0,6.4,3,0.429,50,0.717,0,0,-2,0.609,0,0
CL102621,3593109.0,6484794.0,9.6,4,0.192,75,0.873,1,1,1,0.672,0,0
CL102622,2525408.0,3273615.0,4.2,3,0.214,136,0.699,0,0,0,0.359,0,0
CL102623,4902371.0,9187298.0,6.3,2,0.254,1,0.42,0,0,-2,0.054,1,0
CL102624,2972403.0,8165054.0,22.9,4,0.511,1,0.313,0,1,-2,0.533,0,1
CL102625,1574512.0,4628978.0,1.5,1,0.109,27,0.578,0,0,1,0.521,0,0
CL102626,4885025.0,3148161.0,2.8,3,0.394,109,0.714,0,0,-1,0.566,0,0
CL102627,3433023.0,7823578.0,1.3,2,0.462,125,0.534,3,1,-1,0.047,0,0
CL102628,1940542.0,6279703.0,12.6,4,0.366,176,0.416,1,0,1,0.376,1,0
CL102629,1905497.0,2472874.0,0.5,4,0.332,23,0.858,0,0,-2,0.474,0,0
CL102630,2808856.0,1576221.0,0.7,1,0.275,172,0.701,1,0,1,0.585,0,0
CL102631,3052869.0,3262574.0,2.8,5,0.267,168,0.633,0,0,-2,0.318,0,0
CL102632,2672824.0,11533768.0,5.8,3,0.071,139,0.478,0,0,-1,0.159,0,0
CL102633,2829624.0,8908719.0,4.2,2,0.589,109,0.659,0,1,1,0.711,0,0
CL102634,5665913.0,1832828.0,0.4,4,0.315,139,0.468,0,0,0,0.341,0,0
CL102635,4138200.0,1763075.0,25.3,3,0.385,100,0.575,1,0,-1,0.306,1,0
CL102636,2663943.0,9745135.0,24.4,2,0.578,102,0.917,0,0,-1,0.576,0,1
CL102637,3877322.0,1803167.0,2.6,2,0.151,31,0.685,1,1,-2,0.242,0,0
CL102638,1445171.0,5703022.0,10.5,4,0.669,55,0.877,0,0,-1,0.219,1,0
CL102639,2954865.0,2594100.0,6.9,3,0.046,152,0.472,2,2,-2,0.586,0,0
CL102640,5984319.0,12384193.0,2.2,2,0.427,62,0.581,0,0,-2,0.072,0,0
CL102641,2171605.0,2328425.0,2.4,4,0.401,147,0.885,0,0,0,0.075,0,0
CL102642,1585140.0,8889249.0,5.4,3,0.008,96,0.85,1,0,-1,0.406,0,0
CL102643,1747952.0,4544376.0,4.3,3,0.268,40,0.493,0,1,-1,0.407,0,0
CL102644,1404488.0,4763706.0,2.8,4,0.305,102,0.22,0,1,1,0.579,0,0
CL102645,1635762.0,1005287.0,13.2,3,0.439,17,0.774,1,0,1,0.471,0,0
CL102646,2012214.0,854234.0,5.3,5,0.056,178,0.827,1,0,0,0.4,1,1
CL102647,1199261.0,3421549.0,8.5,2,0.245,99,0.703,0,1,-1,0.201,0,0
CL102648,2440734.0,4746102.0,1.7,2,0.186,12,0.807,0,1,0,0.39,1,0
CL102649,3802383.0,1816390.0,6.1,3,0.417,143,0.791,0,0,1,0.469,0,0
CL102650,1538198.0,1863402.0,3.1,4,0.335,167,0.82,1,1,-1,0.323,0,0
CL102651,5176512.0,5915170.0,6.0,1,0.061,13,0.742,0,0,-1,0.209,0,0
CL102652,3126410.0,5920895.0,12.1,3,0.486,94,0.553,0,0,-2,0.333,0,0
CL102653,4054307.0,3625785.0,11.7,1,0.124,106,0.427,0,0,0,0.427,1,0
CL102654,1742938.0,6893856.0,3.5,3,0.304,19,0.43,1,2,-1,0.574,1,0
CL102655,3712673.0,1755139.0,9.5,1,0.284,57,0.365,1,0,1,0.748,0,0
CL102656,1402873.0,3112216.0,22.7,3,0.387,92,0.772,2,0,1,0.472,0,0
CL102657,3779581.0,12654385.0,7.9,4,0.4,60,0.637,0,0,-1,0.188,0,0
CL102658,2639024.0,4188384.0,1.3,1,0.333,153,0.384,0,0,0,0.621,0,0
CL102659,3193492.0,4361902.0,9.1,5,0.303,104,0.838,2,1,-2,0.603,0,0
CL102660,1345401.0,20058481.0,0.9,4,0.311,132,0.756,0,0,-1,0.467,1,1
CL102661,1547986.0,1499227.0,16.5,3,0.424,127,0.279,0,0,-1,0.214,1,0
CL102662,3264490.0,6972618.0,5.8,1,0.543,101,0.806,0,0,-1,0.473,0,0
CL102663,1507293.0,12797884.0,3.9,2,0.48,135,0.763,0,0,-2,0.389,1,0
CL102664,3052902.0,3180661.0,0.5,4,0.092,68,0.74,1,1,-2,0.51,1,0
CL102665,1222528.0,7288013.0,3.8,1,0.523,87,0.125,0,0,1,0.315,1,0
CL102666,3700902.0,2007873.0,18.7,4,0.084,108,0.593,0,0,0,0.403,0,0
CL102667,1307645.0,2468910.0,0.2,1,0.316,173,0.58,0,0,-1,0.217,0,0
CL102668,3191974.0,5227671.0,5.1,2,0.413,137,0.468,1,1,-2,0.233,0,0
CL102669,3311181.0,6983052.0,21.4,5,0.619,121,0.76,0,0,-1,0.064,0,0
CL102670,1709334.0,8750799.0,4.0,2,0.179,9,0.561,0,0,0,0.562,0,0
CL102671,3239771.0,11979891.0,4.5,3,0.465,131,0.838,0,1,0,0.234,1,0
CL102672,2758565.0,3808658.0,6.9,4,0.525,77,0.482,1,0,1,0.801,0,0
CL102673,1849783.0,9207494.0,5.0,5,0.17,63,0.342,1,0,0,0.515,0,0
CL102674,1462595.0,3142052.0,1.5,4,0.085,119,0.849,1,1,0,0.195,0,0
CL102675,907716.0,7507882.0,0.1,1,0.497,93,0.749,0,0,-2,0.612,0,0
CL102676,2884393.0,4616937.0,7.5,3,0.487,130,0.616,0,2,1,0.573,0,0
CL102677,1107481.0,5454626.0,20.3,3,0.389,159,0.053,0,0,1,0.361,1,1
CL102678,2539994.0,5370629.0,0.9,4,0.167,38,0.764,0,1,0,0.382,0,0
CL102679,2122862.0,1298482.0,1.9,3,0.686,7,0.705,0,0,0,0.355,0,0
CL102680,3400970.0,1817758.0,3.7,4,0.439,104,0.826,1,1,-2,0.447,0,1
CL102681,2082287.0,4289922.0,13.2,1,0.348,138,0.523,0,2,-1,0.53,0,0
CL102682,2053952.0,1225555.0,2.5,1,0.127,77,0.673,0,1,-1,0.402,0,0
CL102683,3491826.0,7144460.0,17.1,4,0.02,1,0.531,2,1,-2,0.429,0,1
CL102684,2863425.0,7349106.0,0.5,2,0.458,37,0.727,1,0,1,0.623,0,0
CL102685,2836490.0,5020396.0,22.6,2,0.053,153,0.252,3,0,0,0.164,0,1
CL102686,3062168.0,1821564.0,6.6,1,0.254,94,0.466,1,0,1,0.487,0,0
CL102687,1123786.0,10491723.0,8.6,5,0.318,66,0.574,0,0,0,0.741,0,0
CL102688,3535603.0,16618838.0,3.7,2,0.181,100,0.694,0,1,-2,0.134,0,0
CL102689,3289461.0,4425765.0,12.2,4,0.211,76,0.703,0,1,-1,0.227,0,0
CL102690,1456663.0,5707974.0,1.5,1,0.42,5,0.697,0,0,0,0.353,1,0
CL102691,2143520.0,4598391.0,0.4,3,0.325,56,0.851,0,0,-1,0.433,0,0
CL102692,2374616.0,5787775.0,4.0,3,0.231,42,0.587,0,0,1,0.519,1,0
CL102693,2264244.0,3672227.0,15.4,2,0.192,49,0.431,0,0,-1,0.655,0,0
CL102694,2861710.0,3897341.0,11.2,5,0.547,46,0.728,1,0,1,0.369,1,0
CL102695,4953889.0,7526964.0,5.8,2,0.067,71,0.759,1,2,-2,0.363,0,0
CL102696,4159408.0,20623400.0,6.8,5,0.176,2,0.689,0,0,1,0.245,0,0
CL102697,1256563.0,1498462.0,1.1,2,0.041,67,0.712,0,0,0,0.278,0,0
CL102698,3305291.0,3712928.0,14.7,3,0.33,132,0.577,0,1,-2,0.574,0,0
CL102699,4706554.0,1747467.0,12.4,5,0.384,62,0.177,1,0,1,0.247,0,1
CL102700,2938484.0,12169184.0,8.5,3,0.639,112,0.43,0,0,1,0.721,1,0
CL102701,4178614.0,2646063.0,5.0,4,0.332,80,0.493,1,0,0,0.215,0,0
CL102702,6623505.0,1453899.0,26.7,4,0.311,27,0.261,1,1,-1,0.187,0,0
CL102703,4040402.0,6241499.0,16.9,1,0.296,86,0.763,0,1,1,0.661,0,0
CL102704,2743251.0,13538090.0,8.3,3,0.136,67,0.426,1,0,-2,0.728,0,0
CL102705,4083823.0,6353513.0,3.7,3,0.268,113,0.796,0,0,0,0.478,0,0
CL102706,2603700.0,4608249.0,7.7,1,0.725,122,0.542,1,1,-2,0.061,0,0
CL102707,2450865.0,5316888.0,6.9,4,0.384,145,0.8,0,0,-2,0.546,0,0
CL102708,2031516.0,10749701.0,4.0,4,0.475,71,0.544,2,0,1,0.108,0,0
CL102709,5291999.0,2165281.0,2.9,5,0.418,57,0.543,1,0,-2,0.279,0,0
CL102710,1608457.0,3692104.0,4.2,5,0.678,30,0.613,0,0,0,0.179,0,0
CL102711,5210487.0,2908409.0,6.8,4,0.418,144,0.818,0,0,-1,0.709,1,0
CL102712,3109374.0,1762942.0,4.5,2,0.082,114,0.937,0,0,1,0.742,0,0
CL102713,1203022.0,3172839.0,2.4,3,0.423,122,0.137,0,1,1,0.736,1,0
CL102714,2910469.0,8670220.0,11.4,5,0.406,104,0.299,0,0,1,0.181,0,0
CL102715,847450.0,5936448.0,6.1,2,0.322,103,0.553,0,1,0,0.223,0,1
CL102716,3310977.0,6268310.0,0.6,5,0.29,155,0.92,1,0,-1,0.662,0,0
CL102717,3770114.0,4423903.0,3.7,1,0.13,74,0.343,2,0,1,0.809,0,0
CL102718,1800945.0,5759301.0,17.3,3,0.172,98,0.628,0,0,-2,0.389,1,0
CL102719,2576066.0,2279774.0,11.3,5,0.323,175,0.502,0,0,1,0.781,0,0
CL102720,6433818.0,3215017.0,3.1,4,0.378,14,0.072,0,0,-1,0.208,1,0
CL102721,1880647.0,4567164.0,22.3,1,0.469,130,0.592,1,0,-2,0.254,0,1
CL102722,1426231.0,4848894.0,0.6,1,0.396,167,0.466,0,0,1,0.659,1,0
CL102723,5080050.0,4995917.0,26.0,4,0.336,55,0.675,0,0,0,0.743,0,0
CL102724,6460993.0,3624277.0,2.3,1,0.224,26,0.378,0,0,-2,0.418,0,1
CL102725,2426227.0,3065753.0,0.1,3,0.39,44,0.607,0,0,-1,0.314,0,0
CL102726,4015737.0,36413127.0,4.6,5,0.143,69,0.694,2,1,-1,0.459,0,1
CL102727,4736163.0,7532602.0,3.6,1,0.298,38,0.719,1,0,-2,0.51,0,1
CL102728,1670708.0,5331820.0,6.2,3,0.245,80,0.309,0,1,1,0.257,0,0
CL102729,1899967.0,3391402.0,12.7,4,0.609,12,0.257,0,0,-1,0.362,1,0
CL102730,4481361.0,2911406.0,14.8,5,0.513,105,0.515,0,0,1,0.733,0,0
CL102731,5623738.0,3643443.0,4.1,4,0.117,108,0.387,2,0,0,0.518,0,1
CL102732,3208905.0,4901149.0,4.5,5,0.461,17,0.705,0,0,-1,0.514,1,0
CL102733,1559838.0,1070563.0,1.3,1,0.45,25,0.581,0,0,-2,0.502,1,0
CL102734,6540542.0,1330982.0,0.4,1,0.304,88,0.531,0,0,-2,0.665,0,1
CL102735,1857077.0,2556583.0,8.2,5,0.743,139,0.802,2,0,-1,0.547,1,0
CL102736,2048116.0,4615809.0,0.5,3,0.33,146,0.718,0,0,-2,0.267,0,0
CL102737,2873867.0,3377035.0,10.6,3,0.837,164,0.587,0,0,-2,0.633,0,0
CL102738,5267573.0,11236577.0,6.2,3,0.358,3,0.878,0,0,-2,0.073,0,0
CL102739,3711653.0,1414550.0,1.8,2,0.592,83,0.652,0,0,-2,0.225,0,0
CL102740,2979997.0,2359731.0,6.2,3,0.66,70,0.444,0,1,-2,0.293,0,0
CL102741,3053027.0,11571598.0,1.6,1,0.7,87,0.751,0,0,0,0.493,0,0
CL102742,2475016.0,4376604.0,4.6,2,0.208,71,0.703,1,0,-2,0.41,1,0
CL102743,3201307.0,7417776.0,12.9,3,0.154,111,0.325,1,0,-2,0.749,0,0
CL102744,683663.0,16782930.0,5.0,1,0.527,108,0.803,0,0,0,0.366,0,0
CL102745,2087956.0,2456718.0,1.3,2,0.547,9,0.449,0,0,-1,0.617,0,0
CL102746,2732318.0,3724637.0,10.3,1,0.392,128,0.396,0,0,-2,0.642,0,1
CL102747,1362038.0,3299565.0,1.7,5,0.082,122,0.553,0,0,-2,0.177,1,0
CL102748,2937771.0,1016407.0,10.7,1,0.511,47,0.507,2,0,-2,0.161,0,1
CL102749,2186394.0,3213021.0,5.2,2,0.355,178,0.666,1,0,1,0.402,0,0
CL102750,5825398.0,7398172.0,4.8,3,0.268,64,0.817,1,0,0,0.809,0,0
CL102751,5317479.0,5829330.0,15.3,2,0.604,109,0.589,2,1,-2,0.571,0,1
CL102752,1918583.0,6158589.0,9.9,3,0.659,112,0.666,1,0,1,0.24,0,1
CL102753,2245820.0,3069864.0,0.3,3,0.175,47,0.648,0,0,0,0.074,0,0
CL102754,2333842.0,2522427.0,2.8,4,0.082,75,0.734,0,0,-2,0.211,0,0
CL102755,1932201.0,9708176.0,16.4,5,0.602,125,0.54,0,0,1,0.528,1,0
CL102756,2669796.0,2818958.0,0.1,4,0.467,42,0.848,0,1,1,0.28,0,0
CL102757,1657563.0,4905450.0,6.3,2,0.555,49,0.458,0,0,1,0.345,1,0
CL102758,1376001.0,4476420.0,10.4,4,0.226,30,0.5,1,1,-1,0.417,0,0
CL102759,3306351.0,11108286.0,7.8,3,0.259,8,0.681,0,0,0,0.204,0,0
CL102760,3317642.0,7881184.0,11.4,2,0.575,165,0.626,1,0,-1,0.093,0,0
CL102761,1619847.0,1612537.0,10.3,4,0.514,85,0.713,0,0,0,0.307,0,0
CL102762,3789246.0,1738812.0,9.4,1,0.267,8,0.298,0,0,1,0.667,0,0
CL102763,1765971.0,5987813.0,13.8,5,0.434,128,0.677,0,2,0,0.538,0,0
CL102764,2748546.0,3816955.0,8.3,1,0.63,11,0.847,2,0,0,0.376,0,1
CL102765,3649760.0,2903361.0,4.1,2,0.257,121,0.59,0,2,0,0.372,0,0
CL102766,2381387.0,8128927.0,5.1,4,0.568,121,0.649,0,0,1,0.446,0,0
CL102767,3040007.0,4552657.0,10.1,3,0.533,162,0.576,0,0,-1,0.164,0,0
CL102768,1870629.0,4142128.0,16.7,4,0.501,167,0.988,0,0,-2,0.352,0,0
CL102769,2195163.0,6892056.0,2.5,2,0.205,144,0.625,0,0,-1,0.524,1,0
CL102770,2184877.0,3070723.0,3.3,2,0.379,71,0.32,0,0,-2,0.272,0,0
CL102771,1667291.0,11970589.0,21.4,2,0.134,132,0.731,0,0,-1,0.148,0,0
CL102772,2216883.0,2299878.0,6.9,2,0.18,96,0.84,2,0,-1,0.247,0,1
CL102773,1116479.0,6323923.0,1.6,4,0.57,101,0.714,0,0,0,0.885,0,1
CL102774,1894420.0,10893567.0,8.7,1,0.794,174,0.739,0,1,0,0.584,0,0
CL102775,2100240.0,1522544.0,37.5,3,0.164,22,0.47,0,0,0,0.227,1,0
CL102776,2130591.0,3139787.0,13.9,3,0.272,13,0.656,1,0,1,0.56,0,0
